,Review_text,Sentiment_NLTK_numeric
678,Simply Super 👌READ MORE,1
681,nice productREAD MORE,1
683,Nice product 👍👍READ MORE,1
685,Good productREAD MORE,1
686,Good qualityREAD MORE,1
690,Worst productREAD MORE,0
692,Good one and on time delivery..READ MORE,1
694,Nice productREAD MORE,1
700,Original stuff.Else you know about 350.READ MORE,1
701,Good productREAD MORE,1
702,Good productREAD MORE,1
704,very good productREAD MORE,1
705,Nice productREAD MORE,1
706,Quality of the product is too bad Don't waste the moneyREAD MORE,0
709,Very expensive and not good quality... So dont buyREAD MORE,0
711,Good quality but can be betterREAD MORE,1
712,"The shuttles I received were fake and literally broke off within 1 weeks of usage . Every time we took out a new shuttle from the box, it looked new but broke off within a game or two max.READ MORE",0
713,Within one hour two shuttle got broken at the bottom. We should not buy it onlineREAD MORE,0
714,Worst productREAD MORE,0
715,Good productREAD MORE,1
718,Good qualityREAD MORE,1
720,Awesome product for indoor and outdoor also ...❤️..but price is to high ..🥺READ MORE,1
723,Bad productREAD MORE,0
725,Good productREAD MORE,1
726,Nice productREAD MORE,1
732,Good productREAD MORE,1
736,Super goodREAD MORE,1
737,Better to intermediate nd biggnerREAD MORE,1
739,"Good product,READ MORE",1
741,Super exalent iam very happy thank youREAD MORE,1
743,Very bad qualityREAD MORE,0
745,"Waste product.High speed shuttles, not useful to intermediate or advanced players.Looting money with sub-standard Products😡READ MORE",0
747,Fabulous shuttlecock is good for all medium playersREAD MORE,1
750,"When I order Yonex MAVIS 350 Slow Speed ball but he send some low quality ball, not puy tha product really worst quality don't buy this product pleaseREAD MORE",0
755,Very good quality productREAD MORE,1
756,Good quality.READ MORE,1
757,Nice shuttlecocksREAD MORE,1
761,Good ProductREAD MORE,1
762,Very bad 😤😤😤😤😤😤😤READ MORE,0
764,Good but high price...READ MORE,1
765,Best shuttlecocks in indoor and outdoor badmintonREAD MORE,1
767,Worst qualityREAD MORE,0
768,Excellent productREAD MORE,1
773,Good but very costlyREAD MORE,1
774,Good product👍READ MORE,1
777,"Very good quality, happy with the purchaseREAD MORE",1
778,It's original and it's the best.Go for it without hesitation.READ MORE,1
779,Good product. great experienceREAD MORE,1
780,Shuttle is very good 🙂READ MORE,1
781,Tq flippy it's original barrelREAD MORE,1
784,Best shuttle of Mavis company. And thanks to flipcart service .READ MORE,1
789,Awesome quality.READ MORE,1
792,Nice 👍READ MORE,1
793,Awesome product indeed. The closest to feather shuttleREAD MORE,1
795,"Nice product with best quality, if you are beginner  just go for it.Really worth for the money you spent.READ MORE",1
796,Perfectly geniune product....Thank you seller....READ MORE,1
797,Very good productREAD MORE,1
798,Best in classREAD MORE,1
806,Worst qualityREAD MORE,0
807,Superb ..nodoubtREAD MORE,1
808,"In terms of flight, stability and durability only 350  is better and can be consider nearly similar to feather Shuttles (AS 2 or rsl no. 5) otherwise all other mavis shuttles (300, 2000, 600 etc.) are not so goodREAD MORE",1
809,Best shuttle in this price. Quality is so good and good to play.READ MORE,1
811,"Yonex 350 is always best for practice, and it does the job nicelyREAD MORE",1
812,Good productREAD MORE,1
813,A best quality 😍READ MORE,1
814,Nice qualityREAD MORE,1
815,Very bad quality.... Not even stable for one game ...READ MORE,0
818,Best price.best shuttle.Please offer the same price again.so that i can buy 3 barrels once again.READ MORE,1
822,Very good quality and genuine productREAD MORE,1
823,Nice best productREAD MORE,1
826,Nice productREAD MORE,1
827,"Good product , reasonable priceREAD MORE",1
830,Best one for beginners and intermediate players.READ MORE,1
832,Worst quality.READ MORE,0
837,Good quality...love itREAD MORE,1
838,Bad qualityREAD MORE,0
839,Not bad it's goodREAD MORE,1
842,Good 😊READ MORE,1
844,Nice productREAD MORE,1
845,Better shuttle for beginners and for humid areas...READ MORE,1
847,Best for regular player.durable shuttle best for daily uses.READ MORE,1
848,Good one but price is highREAD MORE,1
851,Ok goodREAD MORE,1
852,Very nice. I like it. Tnq so much Flipkart.READ MORE,1
853,Its is very nice shuttle pro as well as badminton playing beginners soo i recommend this only to buy because other all are just no. But this shuttle is worthy Means value of money we can say .......READ MORE,1
854,Good qualityREAD MORE,1
857,Good for indoor courtsREAD MORE,1
859,"Good for hard play... Its not durable when playing in raining 😅, other then it is the best 🤩.READ MORE",1
860,Nice happyREAD MORE,1
861,Very bad experienceREAD MORE,0
863,Good shuttleREAD MORE,1
865,Very Nice shuttleREAD MORE,1
866,"Good quality shuttles, worth it.READ MORE",1
869,"Great buy for me, original shuttle delivered. However the box was a bit deformed when received. I didn't return because took Rick to open packaging and found original Yonex M350 shuttles.READ MORE",1
870,Excellent shuttle go for it guyzREAD MORE,1
871,Product is good but delivery was too lateREAD MORE,1
873,Superb packing... Keep it upREAD MORE,1
874,Very good productREAD MORE,1
876,Very worst productREAD MORE,0
877,"Best product available in market today, but its costlyREAD MORE",1
878,Very bad experienceREAD MORE,0
879,Super oneREAD MORE,1
881,Good experience with original shuttles.. delivery within 2 daysREAD MORE,1
882,Best product must buyREAD MORE,1
885,Original shuttles delivered. Value for money. Go for itREAD MORE,1
886,Nice superREAD MORE,1
887,Good product thanks flipkartREAD MORE,1
888,Bad and not a real productREAD MORE,0
889,Good quality productREAD MORE,1
890,Very nice productREAD MORE,1
891,Very bad quality.READ MORE,0
896,Thank youREAD MORE,1
898,Durability isn't that good for 350READ MORE,0
899,Unbelievable best shuttle....READ MORE,1
900,Good qualityREAD MORE,1
901,Not original products too worstREAD MORE,0
908,Original product.It was awesome.READ MORE,1
910,Fabulous products.READ MORE,1
912,Good productREAD MORE,1
913,Nice product thanx flipkartREAD MORE,1
915,Nice picREAD MORE,1
919,Good QualityREAD MORE,1
922,Waste productREAD MORE,0
924,Very very worst quality i ever receivedREAD MORE,0
926,Good productREAD MORE,1
928,"Worst product, worst appREAD MORE",0
929,Good productREAD MORE,1
931,Value for moneyREAD MORE,1
934,Amazing 😊READ MORE,1
935,Good productREAD MORE,1
938,Very nice shuttle love it 👌READ MORE,1
939,Very nice productREAD MORE,1
940,Poor quality and westage of money shuttle broken in two  three gamesREAD MORE,0
942,Waste products not good quickly damageREAD MORE,0
945,It's good productREAD MORE,1
947,Bad produtVery badREAD MORE,0
950,Very beautiful and attractiveREAD MORE,1
953,Good itemREAD MORE,1
954,Good product 👌🏼READ MORE,1
956,"Fake Product, not lasting even a day.READ MORE",0
957,Very nice shuttleREAD MORE,1
958,This product is very good qualityREAD MORE,1
959,Very good shuttle. Everyone is playing with this shuttle.READ MORE,1
960,Good product SupperREAD MORE,1
961,Super productREAD MORE,1
962,Excellent qualityREAD MORE,1
964,Very bad haaREAD MORE,0
965,Excellent product and deliveryREAD MORE,1
968,Poor quality 2 shuttle dameged very soon. I think that was old stock.READ MORE,0
970,Good oneREAD MORE,1
975,Damaged product.READ MORE,0
978,Good but should more of in qualityREAD MORE,1
980,Nice product 👍READ MORE,1
981,Good product value for moneyREAD MORE,1
982,Good qualityREAD MORE,1
983,Bad quality shuttles gone in a week.READ MORE,0
984,Perfect for everyoneREAD MORE,1
985,Superb quality with nice packingREAD MORE,1
987,One of the best shuttle for outdoor playREAD MORE,1
988,Thank you. Super goodREAD MORE,1
991,Worst Product... All shuttles are damaged... Old material...READ MORE,0
992,Very bad product returnedREAD MORE,0
993,Bad brotactREAD MORE,0
994,Good productREAD MORE,1
1002,Nice Packing and fast deliveryREAD MORE,1
1003,Nice but quit expensiveREAD MORE,1
1004,very bad qualityREAD MORE,0
1007,Just perfect for bed.......@@@ ItanagarREAD MORE,1
1008,Good 👍READ MORE,1
1009,"Nowadays it's coming Hardy 2-3 hrs playing onlyQuality is going down, rate is going upNeed to search for alternativeREAD MORE",1
1012,Good oneREAD MORE,1
1014,Very good. Shuttle.READ MORE,1
1015,Super quality ❤❤❤READ MORE,1
1017,Worst experience with filpkartREAD MORE,0
1018,Good productREAD MORE,1
1020,Best for every badminton playerREAD MORE,1
1025,Loved it. Ekdum original qualityREAD MORE,1
1027,Thanks FlipkartREAD MORE,1
1028,Nice productREAD MORE,1
1029,Good productREAD MORE,1
1037,"Very low quality cork, i do not expect 4 or 5 games  to go but in the very first game the cork has come out where the feather part stays brqnd new. Such a cheap quality is not expectes from Yonex.READ MORE",0
1039,Good qualityREAD MORE,1
1043,Most of shuttle are flying fast and getting damaged after 3 or 4 gamesREAD MORE,0
1044,Good quality shuttle.. even Playing on outdoor...READ MORE,1
1046,Good 👍READ MORE,1
1047,Good product.READ MORE,1
1051,Very good shuttlecock in outdoor and indoor i love this shuttleREAD MORE,1
1055,This item is very very poor qualityREAD MORE,0
1056,Quality is good 🙂🙂READ MORE,1
1059,Good qualityREAD MORE,1
1060,Awesome projection but very low life compared to lining.READ MORE,0
1061,Good qualityREAD MORE,1
1062,Very bad quality this time. All the shuttle balls are broken in single match without hitting shots. Usually each ball lasts for 4 days with 8 heavy matches per day. Totally disappointed. Waste of my money.READ MORE,0
1064,"Quality is not expected, play of 1st day cork has brokenREAD MORE",0
1066,The whole box of 6 shuttle lasted only 1 week... Nowadays 350.manufacturing is heavily affected due to covid resource crunch...they are increasing the price but quality is degrading drastically..READ MORE,0
1067,Thanks for quality product sendingREAD MORE,1
1069,Good 👍🏻READ MORE,1
1070,I received mavis 350 shuttle boox but i have not satisfied due to very fast speed an head side is a havy wight.. After two three game after flye will be not a good....READ MORE,0
